epoch,accuracy,loss,sparse_categorical_crossentropy,val_accuracy,val_loss,val_sparse_categorical_crossentropy
0,0.3375999927520752,2.3913984298706055,1.377068281173706,0.21160000562667847,49.047115325927734,48.348609924316406
1,0.39586666226387024,1.7296406030654907,1.2147419452667236,0.1703999936580658,3.7601377964019775,3.3899168968200684
2,0.42640000581741333,1.4080631732940674,1.1189582347869873,0.22759999334812164,10.377215385437012,10.149615287780762
3,0.4870666563510895,1.2086321115493774,1.0126426219940186,0.4740000069141388,1.2524973154067993,1.0823190212249756
4,0.5099999904632568,1.0891424417495728,0.9357956647872925,0.39399999380111694,2.033254861831665,1.8951612710952759
5,0.5302666425704956,1.02480947971344,0.8964804410934448,0.3499999940395355,2.3803365230560303,2.262277841567993
6,0.5230666399002075,1.006051778793335,0.8956524133682251,0.49720001220703125,1.1045513153076172,1.0016610622406006
7,0.5335999727249146,0.9590247273445129,0.8575610518455505,0.37599998712539673,2.1808345317840576,2.0838780403137207
8,0.5322666764259338,0.9368825554847717,0.8421004414558411,0.5547999739646912,0.8801425695419312,0.7870780229568481
9,0.5421333312988281,0.9112393260002136,0.8212493658065796,0.548799991607666,0.8736862540245056,0.7877309918403625
10,0.5474666953086853,0.9085747003555298,0.8229504823684692,0.5475999712944031,0.8833172917366028,0.7970019578933716
11,0.5555999875068665,0.8982437252998352,0.8149644732475281,0.36719998717308044,1.8079475164413452,1.7266405820846558
12,0.5505333542823792,0.8890196084976196,0.8070681095123291,0.5212000012397766,0.8620405197143555,0.7817295789718628
13,0.5428000092506409,0.8917341232299805,0.8137524127960205,0.5335999727249146,0.9146481156349182,0.8360642790794373
14,0.5612000226974487,0.8691044449806213,0.7923499941825867,0.5759999752044678,0.8256192207336426,0.7495609521865845
15,0.5493333339691162,0.8707668781280518,0.7950195670127869,0.58160001039505,0.818189799785614,0.741446316242218
16,0.5587999820709229,0.8705525994300842,0.7967196106910706,0.5404000282287598,0.9276633858680725,0.8563781380653381
17,0.5757333040237427,0.8457307815551758,0.7725114226341248,0.5315999984741211,0.9070627093315125,0.8333579301834106
18,0.5684000253677368,0.8570244312286377,0.7847654819488525,0.5540000200271606,0.9227729439735413,0.8504465818405151
19,0.5862666964530945,0.841329038143158,0.7691971063613892,0.5759999752044678,0.8450969457626343,0.7712761163711548
20,0.5901333093643188,0.8242527842521667,0.7513682842254639,0.5212000012397766,1.0153000354766846,0.9440087080001831
21,0.5993333458900452,0.818568229675293,0.7457020878791809,0.550000011920929,0.8661419153213501,0.7915236949920654
22,0.6058666706085205,0.8172600269317627,0.7425952553749084,0.6651999950408936,0.7731386423110962,0.6987318396568298
23,0.6304000020027161,0.8035759925842285,0.7273259162902832,0.5699999928474426,0.8995473384857178,0.8259732127189636
