epoch,accuracy,loss,sparse_categorical_crossentropy,val_accuracy,val_loss,val_sparse_categorical_crossentropy
0,0.17666666209697723,3.7353951930999756,2.9554617404937744,0.23384615778923035,3.315286636352539,2.7375330924987793
1,0.2425640970468521,3.2337350845336914,2.775409698486328,0.2441025674343109,3.1089677810668945,2.7427830696105957
2,0.2897436022758484,2.8898627758026123,2.5741562843322754,0.3199999928474426,2.8793203830718994,2.6073336601257324
3,0.31051281094551086,2.612626791000366,2.3665807247161865,0.3169230818748474,5.631546497344971,5.403677940368652
4,0.350512832403183,2.4265382289886475,2.2160723209381104,0.3774358928203583,2.3440439701080322,2.1432740688323975
5,0.36230769753456116,2.1864147186279297,1.9931141138076782,0.401025652885437,2.1541385650634766,1.9699316024780273
6,0.38179486989974976,2.1064670085906982,1.9280831813812256,0.4153846204280853,2.086456298828125,1.9133145809173584
7,0.3987179398536682,1.9869440793991089,1.8145307302474976,0.4061538577079773,3.0994606018066406,2.93096661567688
8,0.4120512902736664,1.8519055843353271,1.6839065551757812,0.4574359059333801,2.0440869331359863,1.8772848844528198
9,0.43589743971824646,1.7926719188690186,1.6271642446517944,0.4235897362232208,2.0309863090515137,1.8671108484268188
10,0.47999998927116394,1.676202654838562,1.5102115869522095,0.5046153664588928,1.6587269306182861,1.4886454343795776
11,0.5115384459495544,1.6051868200302124,1.4348528385162354,0.5641025900840759,1.5171005725860596,1.3451135158538818
12,0.5425640940666199,1.4744523763656616,1.2992016077041626,0.6215384602546692,1.1833715438842773,1.0048065185546875
13,0.5448718070983887,1.4952690601348877,1.3194886445999146,0.6010256409645081,1.2626073360443115,1.0858360528945923
14,0.5761538743972778,1.3725790977478027,1.19489324092865,0.6758974194526672,1.0912292003631592,0.9126556515693665
15,0.5982051491737366,1.2879630327224731,1.1076065301895142,0.6820513010025024,1.016680121421814,0.833889901638031
16,0.6061538457870483,1.2606675624847412,1.0760666131973267,0.7220512628555298,0.9948073625564575,0.8095699548721313
17,0.6333333253860474,1.2038792371749878,1.0163828134536743,0.6902564167976379,0.9610633254051208,0.7726730108261108
18,0.6725640892982483,1.0877821445465088,0.8953835964202881,0.7928205132484436,0.7776296734809875,0.582301139831543
19,0.6735897660255432,1.0617752075195312,0.8643876314163208,0.7261538505554199,0.9738020300865173,0.775522768497467
20,0.7017948627471924,1.0050694942474365,0.8044254183769226,0.798974335193634,0.7551180124282837,0.5506319999694824
21,0.7241025567054749,0.9515588879585266,0.7455852031707764,0.8174359202384949,0.6676614284515381,0.45925095677375793
22,0.7292307615280151,1.0011472702026367,0.7948848605155945,0.8205128312110901,0.7130001187324524,0.5087737441062927
23,0.760769248008728,0.8764090538024902,0.6686690449714661,0.8358974456787109,1.080817461013794,0.8711257576942444
24,0.7582051157951355,0.8751354217529297,0.6652913689613342,0.8523076772689819,0.6031686663627625,0.3925325870513916
25,0.7887179255485535,0.8141694664955139,0.6013266444206238,0.8974359035491943,0.5307067036628723,0.315244197845459
26,0.7917948961257935,0.7972152829170227,0.5795140862464905,0.764102578163147,0.8606499433517456,0.6421269774436951
27,0.8066666722297668,0.7650734186172485,0.5463770031929016,0.90974360704422,0.5437040328979492,0.32383114099502563
28,0.8135897517204285,0.7622408270835876,0.542181134223938,0.9128205180168152,0.48517516255378723,0.26537907123565674
29,0.8212820291519165,0.7369601726531982,0.516255795955658,0.7753846049308777,0.8775001168251038,0.657522439956665
30,0.8287179470062256,0.7456673979759216,0.526179850101471,0.8861538171768188,0.5034294724464417,0.28539204597473145
31,0.8446153998374939,0.6651178598403931,0.4448769986629486,0.9046154022216797,0.5370471477508545,0.31501057744026184
32,0.8530769348144531,0.6514977216720581,0.4291251599788666,0.7558974623680115,0.933866024017334,0.7110577821731567
33,0.8464102745056152,0.6653556227684021,0.44328418374061584,0.9343589544296265,0.44647324085235596,0.22434525191783905
34,0.8669230937957764,0.6044172048568726,0.3811860978603363,0.9435897469520569,0.4112532138824463,0.1873144805431366
35,0.8661538362503052,0.6190531849861145,0.3960797190666199,0.9343589544296265,0.46531516313552856,0.24418289959430695
36,0.8628205060958862,0.6000139117240906,0.3777218759059906,0.9271795153617859,0.45920518040657043,0.23571529984474182
37,0.8805128335952759,0.5760625004768372,0.35265886783599854,0.9610256552696228,0.37890565395355225,0.1554885357618332
38,0.8828204870223999,0.5800623297691345,0.35712218284606934,0.9558974504470825,0.38056254386901855,0.15877243876457214
39,0.8897435665130615,0.557047426700592,0.33507445454597473,0.9712820649147034,0.3651231825351715,0.1432710587978363
40,0.8984615206718445,0.52724689245224,0.30568620562553406,0.9682051539421082,0.35206493735313416,0.1293559968471527
41,0.9053846001625061,0.5188137292861938,0.29619714617729187,0.9682051539421082,0.3639409840106964,0.1412065178155899
42,0.9071794748306274,0.5017108917236328,0.27891555428504944,0.9753845930099487,0.34798890352249146,0.12491419166326523
43,0.9125640988349915,0.49609577655792236,0.2730960547924042,0.9425641298294067,0.416372150182724,0.19343169033527374
44,0.9082051515579224,0.5016148090362549,0.27927079796791077,0.9682051539421082,0.35620227456092834,0.1340324729681015
45,0.9089743494987488,0.5186375975608826,0.29714277386665344,0.9702563881874084,0.3353824019432068,0.11499478667974472
46,0.9197435975074768,0.4702841639518738,0.2500496208667755,0.9702563881874084,0.3355923295021057,0.11528775095939636
47,0.908717930316925,0.5148553848266602,0.29585033655166626,0.9415384531021118,0.5178883671760559,0.3018830120563507
48,0.9182051420211792,0.48902878165245056,0.2749609053134918,0.9743589758872986,0.33505719900131226,0.12053222954273224
49,0.9333333373069763,0.4398545026779175,0.22465835511684418,0.9743589758872986,0.33046963810920715,0.11475935578346252
50,0.9402564167976379,0.4234602749347687,0.2075609415769577,0.9897435903549194,0.3174392282962799,0.10194595158100128
51,0.9343589544296265,0.4381583631038666,0.22262412309646606,0.9743589758872986,0.33809471130371094,0.12386853247880936
52,0.9212820529937744,0.46113476157188416,0.2486482560634613,0.9753845930099487,0.30784621834754944,0.09513780474662781
53,0.9384615421295166,0.4234088659286499,0.21045690774917603,0.9784615635871887,0.3140774965286255,0.10038702189922333
54,0.9412820339202881,0.40715548396110535,0.19319158792495728,0.983589768409729,0.28552937507629395,0.0713382363319397
55,0.9489743709564209,0.39080050587654114,0.1764407455921173,0.9928205013275146,0.2762298882007599,0.06199830025434494
56,0.9405128359794617,0.40263327956199646,0.18910335004329681,0.9794871807098389,0.3127460777759552,0.10042692720890045
57,0.9441025853157043,0.4114954173564911,0.1993703544139862,0.9876922965049744,0.2764831781387329,0.06586329638957977
58,0.951025664806366,0.38983672857284546,0.1796228289604187,0.9887179732322693,0.2858330309391022,0.07564233243465424
59,0.9438461661338806,0.4105527102947235,0.20123225450515747,0.9917948842048645,0.27619343996047974,0.06781061738729477
